"Codigo";"Descripcion";"Capacidad";"Grupo";"TS Estandar";
"005344";"FONDO ANTIOXIDO TERSUAVE MATE VERDE X  1";"001001";"0152";"503";
"005345";"CONCENTRADO VANGUARD BLANCO X 4";"004000";"0195";"503";
"005346";"CONCENTRADO VANGUARD AMARILLO OXIDO X 4";"004000";"0195";"503";
"005347";"CONCENTRADO VANGUARD ROJO OXIDO X 4";"004000";"0195";"503";
"005348";"CONCENTRADO VANGUARD VERDE FTALO X 4";"004000";"0195";"503";
"005349";"CONCENTRADO VANGUARD NEGRO X 4";"004000";"0195";"503";
"005350";"CONCENTRADO VANGUARD NEUTRO X 4";"004000";"0195";"503";
"005351";"CONCENTRADO VANGUARD AMARILLO MEDIO X 4";"004000";"0195";"503";
"005352";"CONCENTRADO VANGUARD ROJO CLARO X 4";"004000";"0195";"503";
"005353";"CONCENTRADO VANGUARD AZUL FTALO X 4";"004000";"0195";"503";
"005354";"CONCENTRADO VANGUARD ROJO SOLIDO X 4";"004000";"0195";"503";
"005355";"CONCENTRADO VANGUARD AMARILLO LIMON X 4";"004000";"0195";"503";
"005356";"CONCENTRADO VANGUARD ROJO OSCURO X 4";"004000";"0195";"503";
"005357";"CONCENTRADO VANGUARD NARANJA X 4";"004000";"0195";"503";
"005358";"CONCENTRADO VANGUARD VIOLETA X 4";"004000";"0195";"503";
"005359";"ESMALTE SINTETICO EXTRA RAPIDO VANGUARD ALUMINIO X 20";"020000";"0195";"503";
"005360";"DILUYENTE LIVIANO 08 P/ ESM. PU VANGUARD X 20";"020000";"0195";"503";
"005361";"SECANTE PARA ESMALTE SINTETICO VANGUARD X 1";"001001";"0195";"503";
"005362";"FONDO EPOXI VANGUARD GRIS W/W X  4";"004000";"0195";"503";
"005363";"FONDO EPOXI VANGUARD GRIS W/W X 20";"020000";"0195";"503";
"005364";"CONVERTIDOR P/ FONDO Y ESMALTE EPOXI VANGUARD X 0,800";"000800";"0195";"503";
"005365";"CONVERTIDOR P/ FONDO Y ESMALTE EPOXI VANGUARD X 4";"004000";"0195";"503";
"005366";"BROCHA DOBLE TRAGAMUROS 17X7CM";"001000";"0165";"503";
"005367";"LACA PARA PISO MADERA ROLAC HIDROLACA PETRILAC BRILLANTE X  1";"001001";"0138";"503";
"005368";"LACA PARA PISO MADERA ROLAC HIDROLACA PETRILAC BRILLANTE X  5";"005000";"0138";"503";
"005369";"LACA PARA PISO MADERA ROLAC HIDROLACA PETRILAC BRILLANTE X 10";"010000";"0138";"503";
"005370";"LACA PARA PISO MADERA ROLAC HIDROLACA PETRILAC SATINADA X  1";"001001";"0138";"503";
"005371";"LACA PARA PISO MADERA ROLAC HIDROLACA PETRILAC SATINADA X  5";"005000";"0138";"503";
"005372";"LACA PARA PISO MADERA ROLAC HIDROLACA PETRILAC SATINADA X 10";"010000";"0138";"503";
"005373";"DILUYENTE LIVIANO 08 P/ ESM. PU VANGUARD X  4";"004000";"0195";"503";
"005374";"ESMALTE SINTETICO TERSPRAY SECADO RAPIDO BLANCO X 20";"020000";"0152";"503";
"005375";"ESMALTE ANTICORROSIVO FERROXIN BASE PLATA X 1";"001001";"0150";"503";
"005376";"ESMALTE ANTICORROSIVO FERROXIN BASE PLATA X 4";"004000";"0150";"503";
"005377";"ESMALTE SINTETICO PROFESIONAL PLAVIPINT BRILLANTE BLANCO X  1";"001001";"0139";"503";
"005378";"ESMALTE SINTETICO PROFESIONAL PLAVIPINT BRILLANTE BLANCO X  4";"004000";"0139";"503";
"005379";"ESMALTE SINTETICO PROFESIONAL PLAVIPINT BRILLANTE BLANCO X 20";"020000";"0139";"503";
"005380";"ESMALTE SINTETICO PROFESIONAL PLAVIPINT BRILLANTE NEGRO X  1";"001001";"0139";"503";
"005381";"ESMALTE SINTETICO PROFESIONAL PLAVIPINT BRILLANTE NEGRO X  4";"004000";"0139";"503";
"005382";"ESMALTE SINTETICO PROFESIONAL PLAVIPINT BRILLANTE NEGRO X 20";"020000";"0139";"503";
"005383";"LLANA LARGA PARA YESO Y MASILLA  40CM(EI400)";"001000";"0165";"503";
"005384";"LLANA LARGA PARA YESO Y MASILLA  60CM(EI600)";"001000";"0165";"503";
"005385";"LLANA LARGA PARA YESO Y MASILLA  80CM(EI800)";"001000";"0165";"503";
"005386";"LLANA LARGA PARA YESO Y MASILLA 1MT(EI1000)";"001000";"0165";"503";
"005387";"RODILLO LUMAR ANTIGOTA 10CM(940/A)";"001000";"0128";"503";
"005388";"RODILLO LUMAR ANTIGOTA 17CM(940/B)";"001000";"0128";"503";
"005389";"RODILLO LUMAR ANTIGOTA 22CM(940/C)";"001000";"0128";"503";
"005390";"RODILLO LUMAR ECOLATEX MARRON PELO CORTO 10CM(3900/A)";"001000";"0128";"503";
"005391";"RODILLO LUMAR ECOLATEX MARRON PELO CORTO 17CM(3900/B)";"001000";"0128";"503";
"005392";"RODILLO LUMAR ECOLATEX MARRON PELO CORTO 22CM(3900/C)";"001000";"0128";"503";
"005393";"MEZCLA ADHESIVA LISTA PARA USAR WEBER PASTA BLANCO HUESO X 7";"007000";"0163";"503";
"005394";"MEZCLA ADHESIVA LISTA PARA USAR WEBER PASTA BLANCO HUESO X 25";"025002";"0163";"503";
"005395";"IMPERMEABILIZANTE PARA HORMIGON CAPA FINA WEBER IMPER F GRIS CEMENTOS X 25";"025002";"0163";"503";
"005396";"ACTIVADOR EPOXY S60 RUST OLEUM X 3,78(248284)";"003780";"0158";"503";
"005397";"EPOXY S60 RUST OLEUM BRILLANTE BLANCO X 3,78(248273)";"003780";"0158";"503";
"005398";"SELLADOR PISOS WEBER PROTECTOR BASE INCOLORO X 5";"005000";"0163";"503";
"005399";"FONDO ANTIOXIDO TERSUAVE MATE ROJO X  1";"001001";"0152";"503";
"005400";"CERA PARA PISOS WEBER CERA FINISH BLANCO X 5";"005000";"0163";"503";
"005401";"LATEX INTERIOR TERSEN BLANCO X  1";"001001";"0152";"503";
"005402";"LATEX INTERIOR/EXTERIOR TERSEN NARANJA X 1";"001001";"0152";"503";
"005403";"LATEX INTERIOR/EXTERIOR TERSEN AMARILLO X 1";"001001";"0152";"503";
"005404";"LATEX INTERIOR/EXTERIOR TERSEN AZUL X 1";"001001";"0152";"503";
"005405";"LATEX INTERIOR/EXTERIOR TERSEN CORAL X 1";"001001";"0152";"503";
"005406";"LATEX INTERIOR/EXTERIOR TERSEN ROSA X 1";"001001";"0152";"503";
"005407";"LATEX INTERIOR/EXTERIOR TERSEN TURQUESA X 1";"001001";"0152";"503";
"005408";"LATEX INTERIOR/EXTERIOR TERSEN VERDE X 1";"001001";"0152";"503";
"005409";"LATEX INTERIOR/EXTERIOR TERSEN VIOLETA X 1";"001001";"0152";"503";
"005410";"LATEX INTERIOR/EXTERIOR TERSEN ROJO X 1";"001001";"0152";"503";
"005411";"ENDUIDO+MASILLA PARA YESO ALBA X  1";"001003";"0107";"503";
"005412";"ENDUIDO+MASILLA PARA YESO ALBA X  4";"004001";"0107";"503";
"005413";"ENDUIDO+MASILLA PARA YESO ALBA X 10";"010001";"0107";"503";
"005414";"ENDUIDO+MASILLA PARA YESO ALBA X 20";"020001";"0107";"503";
"005415";"LATEX PARA PISO PISOACRIL SPORT AZUL X 4";"004000";"0139";"503";
"005416";"LATEX PARA PISO PISOACRIL SPORT AZUL X 20";"020000";"0139";"503";
"005417";"LATEX PARA PISO PISOACRIL SPORT ROJO CERAMICO X 4";"004000";"0139";"503";
"005418";"LATEX PARA PISO PISOACRIL SPORT ROJO CERAMICO X 20";"020000";"0139";"503";
"005419";"LATEX PARA PISO PISOACRIL SPORT VERDE PADDLE X 4";"004000";"0139";"503";
"005420";"LATEX PARA PISO PISOACRIL SPORT VERDE PADDLE X 20";"020000";"0139";"503";
"005421";"LATEX PARA PISO PISOACRIL SPORT VERDE TENIS X 4";"004000";"0139";"503";
"005422";"LATEX PARA PISO PISOACRIL SPORT VERDE TENIS X 20";"020000";"0139";"503";
"005423";"T510/E1 CONVERTIDOR WB ENGINE BAY (PARA BASE AGUA) X 1";"001001";"0169";"503";
"005424";"AUTONIVELANTE CAPA FINA SECADO NORMAL WEBER AUTONIVELA GRIS X 25";"025002";"0163";"503";
"005425";"DILUYENTE PARA ESMALTE DE SECADO RAPIDO X  1";"001001";"0186";"503";
"005426";"DILUYENTE PARA ESMALTE DE SECADO RAPIDO X  4";"004000";"0186";"503";
"005427";"DILUYENTE PARA ESMALTE DE SECADO RAPIDO X 18";"018000";"0186";"503";
"005428";"DILUYENTE PARA ESMALTE DE SECADO RAPIDO X 200";"200000";"0186";"503";
"005429";"DISCO LIJA DOBLE A MASTER PLUS AUF6P 225X  80";"001000";"0102";"503";
"005430";"DISCO LIJA DOBLE A MASTER PLUS AUF6P 225X 100";"001000";"0102";"503";
"005431";"DISCO LIJA DOBLE A MASTER PLUS AUF6P 225X 120";"001000";"0102";"503";
"005432";"DISCO LIJA DOBLE A MASTER PLUS AUF6P 225X 150";"001000";"0102";"503";
"005433";"DISCO LIJA DOBLE A MASTER PLUS AUF6P 225X 180";"001000";"0102";"503";
"005434";"DISCO LIJA DOBLE A MASTER PLUS AUF6P 225X 220";"001000";"0102";"503";
"005435";"FONDO SINTETICO ULTRA RAPIDO VANGUARD BLANCO X  4";"004000";"0195";"503";
"005436";"FONDO SINTETICO ULTRA RAPIDO VANGUARD BLANCO X 20";"020000";"0195";"503";
"005437";"FONDO SINTETICO SECADO RAPIDO VANGUARD GRIS X  4";"004000";"0195";"503";
"005438";"FONDO SINTETICO SECADO RAPIDO VANGUARD GRIS X 20";"020000";"0195";"503";
"005439";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD BLANCO X  4";"004000";"0195";"503";
"005440";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD BLANCO X 20";"020000";"0195";"503";
"005441";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD NEGRO X  4";"004000";"0195";"503";
"005442";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD NEGRO X 20";"020000";"0195";"503";
"005443";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD BERMELLON X  4";"004000";"0195";"503";
"005444";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD BERMELLON X 20";"020000";"0195";"503";
"005445";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD AMARILLO MEDIO X  4";"004000";"0195";"503";
"005446";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD AMARILLO MEDIO X 20";"020000";"0195";"503";
"005447";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD VERDE INGLES X  4";"004000";"0195";"503";
"005448";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD VERDE INGLES X 20";"020000";"0195";"503";
"005449";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD AZULEJO X  4";"004000";"0195";"503";
"005450";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD AZULEJO X 20";"020000";"0195";"503";
"005451";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD GRIS 020 X  4";"004000";"0195";"503";
"005452";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD GRIS 020 X 20";"020000";"0195";"503";
"005453";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD ALUMINIO X  4";"004000";"0195";"503";
"005454";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD ALUMINIO X 20";"020000";"0195";"503";
"005455";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD TRANSPARENTE X  3,2";"003020";"0195";"503";
"005456";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD TRANSPARENTE X 16";"016100";"0195";"503";
"005457";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD BLANCO X  3,20";"003020";"0195";"503";
"005458";"ESMALTE SINTETICO SECADO RAPIDO VANGUARD BLANCO X 16";"016100";"0195";"503";
"005459";"ACTIVADOR EPOXY US 9200 TANQUE AGUA POTABLE RUST OLEUM X 3,78(316836)";"003780";"0158";"503";
"005460";"EPOXY HP9200 TANQUE AGUA POTABLE RUST OLEUM BLANCO X 15,100";"015100";"0158";"503";
"005461";"BALDE DE 11LTS CON ESCURRIDOR BLACK";"001000";"0103";"503";
"005462";"ESCURRIDOR PARA BALDE (GRANDE)";"001000";"0103";"503";
"005463";"LATEX INTERIOR ACRILPLAST MATE BLANCO X  1";"001001";"0150";"503";
"005464";"LATEX INTERIOR ACRILPLAST MATE BLANCO X  4";"004000";"0150";"503";
"005465";"LATEX INTERIOR ACRILPLAST MATE BLANCO X 10";"010000";"0150";"503";
"005466";"LATEX INTERIOR ACRILPLAST MATE BLANCO X 20";"020000";"0150";"503";
"005467";"EPOXI INTERSEAL 1509 GRIS N6,5 X 7,2";"007001";"0111";"503";
"005468";"EPOXI INTERSEAL 1509 GRIS N6,5 X 40";"040000";"0111";"503";
"005469";"SELLADOR PARA TANQUES PLAVICON GRIS X 0,450";"000451";"0139";"503";
"005470";"SPRAY CHALKED AMARILLO X 0,170(307591)";"000170";"0146";"503";
"005471";"SPRAY CHALKED AZUL X 0,170(307589)";"000170";"0146";"503";
"005472";"SPRAY CHALKED BLANCO X 0,170(307587)";"000170";"0146";"503";
"005473";"SPRAY CHALKED ROSA X 0,170(307588)";"000170";"0146";"503";
"005474";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE ANTRACITA X 0,887(365435)";"000887";"0146";"503";
"005475";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE AZUL AMANECER X 0,887(365431)";"000887";"0146";"503";
"005476";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE AZUL PROFUNDO X 0,887(365432)";"000887";"0146";"503";
"005477";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE BLANCO TIZA X 0,887(365427)";"000887";"0146";"503";
"005478";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE BRUMA X 0,887(365434)";"000887";"0146";"503";
"005479";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE CREMA X 0,887(365428)";"000887";"0146";"503";
"005480";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE GRIS PALIDO X 0,887(365429)";"000887";"0146";"503";
"005481";"PINTURA BROCHABLE CHALKED RUST-OLEUM EXTERIOR MATE VERDE SERENO X 0,887(365433)";"000887";"0146";"503";
"005482";"MAT 5 MASILLA ACRILICA ELASTOMERICA TERSUAVE BLANCO X  1";"001003";"0153";"503";
"005483";"MAT 5 MASILLA ACRILICA ELASTOMERICA TERSUAVE BLANCO X  5";"005001";"0153";"503";
"005484";"MAT 5 MASILLA ACRILICA ELASTOMERICA TERSUAVE BLANCO X 20";"020001";"0153";"503";
"005485";"MAT 5 MASILLA ACRILICA ELASTOMERICA TERSUAVE GRIS X  1";"001003";"0153";"503";
"005486";"MAT 5 MASILLA ACRILICA ELASTOMERICA TERSUAVE GRIS X  5";"005001";"0153";"503";
"005487";"MAT 5 MASILLA ACRILICA ELASTOMERICA TERSUAVE GRIS X 20";"020001";"0153";"503";
"005488";"ESMALTE POLIURETANO ACRILICO VANGUARD VERDE JOHN DEERE RAL 6001 X 20";"020000";"0195";"503";
"005489";"ESMALTE POLIURETANO ACRILICO VANGUARD ROJO JOHN DEERE RAL 3020 X 20";"020000";"0195";"503";
"005490";"ESMALTE POLIURETANO FAST-GUARD VANGUARD VERDE JOHN DEERE RAL 6001 X 20";"020000";"0195";"503";
"005491";"ESMALTE POLIURETANO FAST-GUARD VANGUARD ROJO JOHN DEERE RAL 3020 X 20";"020000";"0195";"503";
"005492";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE P X  0,900";"000900";"0108";"503";
"005493";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE P X  3,600";"003600";"0108";"503";
"005494";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE P X  8,700";"008700";"0108";"503";
"005495";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE P X 17,400";"017400";"0108";"503";
"005496";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE F X  0,900";"000900";"0108";"503";
"005497";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE F X  3,600";"003600";"0108";"503";
"005498";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE F X 17,400";"017400";"0108";"503";
"005499";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE T X  0,900";"000900";"0108";"503";
"005500";"LATEX INTERIOR ALBALATEX DESIGN TOQUE DE LUZ MATE BASE T X  3,600";"003600";"0108";"503";
"005501";"LATEX INTERIOR TERSEN BLANCO X  4";"004000";"0152";"503";
"005502";"LATEX INTERIOR/EXTERIOR TERSEN NARANJA X 4";"004000";"0152";"503";
"005503";"LATEX INTERIOR/EXTERIOR TERSEN AMARILLO X 4";"004000";"0152";"503";
"005504";"LATEX INTERIOR/EXTERIOR TERSEN AZUL X 4";"004000";"0152";"503";
"005505";"LATEX INTERIOR/EXTERIOR TERSEN CORAL X 4";"004000";"0152";"503";
"005506";"LATEX INTERIOR/EXTERIOR TERSEN ROSA X 4";"004000";"0152";"503";
"005507";"LATEX INTERIOR/EXTERIOR TERSEN TURQUESA X 4";"004000";"0152";"503";
"005508";"LATEX INTERIOR/EXTERIOR TERSEN VERDE X 4";"004000";"0152";"503";
"005509";"LATEX INTERIOR/EXTERIOR TERSEN VIOLETA X 4";"004000";"0152";"503";
"005510";"LATEX INTERIOR/EXTERIOR TERSEN ROJO X 4";"004000";"0152";"503";
"005511";"ARCO NIVELADOR 1,5 MM LINEA PREMIUM (BOLSA X 150U)";"001000";"0196";"503";
"005512";"ARCO NIVELADOR 2 MM LINEA PREMIUM (BOLSA X 150U)";"001000";"0196";"503";
"005513";"ARCO NIVELADOR 3 MM LINEA PREMIUM (BOLSA X 150U)";"001000";"0196";"503";
"005514";"CU A NIVELADORA (BOLSA X 150U)";"001000";"0196";"503";
"005515";"TORNILLO NIVELADOR 2 MM (BOLSA X 100U)";"001000";"0196";"503";
"005516";"TUERCA NIVELADORA (BOLSA X 50U)";"001000";"0196";"503";
"005517";"PINZA NIVELADORA";"001000";"0196";"503";
"005518";"MAZA DE GOMA 350G";"001000";"0196";"503";
"005519";"CRUCETAS C-3 MM (BOLSA X 100U)";"001000";"0196";"503";
"005520";"SOPAPA VENTOSA SIMPLE";"001000";"0196";"503";
"005521";"RODILLERA DE TRABAJO/PROTECCION ( POR PAR)";"001000";"0196";"503";
"005522";"PEINE COPIADOR CONTORNOS / MOLDURAS 6""";"001000";"0196";"503";
"005523";"LACA NITROCELULOSICA TERSUAVE BRILLANTE X 1";"001001";"0152";"503";
"005524";"LACA NITROCELULOSICA TERSUAVE BRILLANTE X 4";"004000";"0152";"503";
"005525";"LACA NITROCELULOSICA TERSUAVE SATINADA X 1";"001001";"0152";"503";
"005526";"LACA NITROCELULOSICA TERSUAVE SATINADA X 4";"004000";"0152";"503";
"005527";"SELLADOR NITROCELULOSICO PARA MADERA SEMIMATE TERSUAVE X  1";"001001";"0152";"503";
"005528";"SELLADOR NITROCELULOSICO PARA MADERA SEMIMATE TERSUAVE X  4";"004000";"0152";"503";
"005529";"SELLADOR NITROCELULOSICO PARA MADERA SEMIMATE TERSUAVE X 20";"020000";"0152";"503";
"005530";"CUCHARA WELBY N 6 (CU01)";"001000";"0176";"503";
"005531";"CUCHARA WELBY N 7 MOCHA (CU03)";"001000";"0176";"503";
"005532";"CUCHARA WELBY N 8 (CU04)";"001000";"0176";"503";
"005533";"CUCHARA WELBY N 8 MOCHA (CU05)";"001000";"0176";"503";
"005534";"CUCHARA WELBY N 9 (CU06)";"001000";"0176";"503";
"005535";"CUCHARA WELBY CUCHARIN N 5 (CU07)";"001000";"0176";"503";
"005536";"CUCHARA WELBY CUCHARIN N 6 (CU09)";"001000";"0176";"503";
"005537";"ESCUADRA 300MM (ES01)";"001000";"0176";"503";
"005538";"ESCUADRA 400MM (ES02)";"001000";"0176";"503";
"005539";"ESCUADRA 500MM (ES03)";"001000";"0176";"503";
"005540";"ESCUADRA 600MM (ES04)";"001000";"0176";"503";
"005541";"ESCUADRA 700MM (ES05)";"001000";"0176";"503";
"005542";"FRATACHO PLASTICO 20CM CON GOMA ESPUMA (FR06)";"001000";"0176";"503";
"005543";"FRATACHO PLASTICO 25CM CON GOMA ESPUMA (FR07)";"001000";"0176";"503";
"005544";"FRATACHO DE PINO 20CM (FR09)";"001000";"0176";"503";
"005545";"FRATACHO DE PINO 25CM (FR10)";"001000";"0176";"503";
"005546";"FRATACHO DE PINO 35CM (FR12)";"001000";"0176";"503";
"005547";"FRATACHO DE PINO 40CM (FR13)";"001000";"0176";"503";
"005548";"FRATACHO DE PINO 20CM CON FIELTRO (FR14)";"001000";"0176";"503";
"005549";"FRATACHO DE PINO 25CM CON FIELTRO (FR15)";"001000";"0176";"503";
"005550";"FRATACHO DE PINO 35CM CON FIELTRO (FR17)";"001000";"0176";"503";
"005551";"LLANA DENTADA 130X300 DE  6X6 MGO MADERA (LL08/6)";"001000";"0176";"503";
"005552";"LLANA DENTADA 130X300 DE  8X8 MGO MADERA (LL08/8)";"001000";"0176";"503";
"005553";"LLANA DENTADA 130X300 DE 10X10 MGO MADERA (LL08/10)";"001000";"0176";"503";
"005554";"LLANA DENTADA 130X300 DE 12X12 MGO MADERA (LL08/12)";"001000";"0176";"503";
"005555";"MARTILLO GALPONERO PROFESIONAL 27MM (MA02E)";"001000";"0176";"503";
"005556";"PLOMADA 300GRS (PL02)";"001000";"0176";"503";
"005557";"ESMALTE EPOXI VANGUARD BASE TRANSPARENTE X  3";"003000";"0195";"503";
"005558";"ESMALTE EPOXI VANGUARD BASE TRANSPARENTE X 15";"015000";"0195";"503";
"005559";"ESMALTE EPOXI VANGUARD BLANCO X  3";"003000";"0195";"503";
"005560";"ESMALTE EPOXI VANGUARD BLANCO X 15";"015000";"0195";"503";
"005561";"BASE NIVELADORA WEBER GRANITEX BASE COAT X 25";"025002";"0163";"503";
"005562";"MORTERO DE ASIENTO BLOQUES DE HORMIGON WEBER BLOCK GRIS X 30";"030000";"0163";"503";
"005563";"SISTEMA MICROPISO WEBER MICROCOLOR GREIGE X 25";"025002";"0163";"503";
"005564";"SISTEMA MICROPISO WEBER MICROCOLOR ACERO X 25";"025002";"0163";"503";
"005565";"SISTEMA MICROPISO WEBER MICROCOLOR ARENA X 25";"025002";"0163";"503";
"005566";"SISTEMA MICROPISO WEBER MICROCOLOR AVELLANA X 25";"025002";"0163";"503";
"005567";"SISTEMA MICROPISO WEBER MICROCOLOR CUERO X 25";"025002";"0163";"503";
"005568";"SISTEMA MICROPISO WEBER MICROCOLOR HUMO X 25";"025002";"0163";"503";
"005569";"SISTEMA MICROPISO WEBER MICROCOLOR PIEDRA X 25";"025002";"0163";"503";
"005570";"SISTEMA MICROPISO WEBER MICROBASE GRIS X 30";"030000";"0163";"503";
"005571";"SISTEMA MICROPISO WEBER EMULSION BLANCO X 10";"010000";"0163";"503";
"005572";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE BLANCO X  5";"005001";"0107";"503";
"005573";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE BLANCO X 12";"012000";"0107";"503";
"005574";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE BLANCO X 24";"024000";"0107";"503";
"005575";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE TEJA X  5";"005001";"0107";"503";
"005576";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE TEJA X 12";"012000";"0107";"503";
"005577";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE TEJA X 24";"024000";"0107";"503";
"005578";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE GRIS OSCURO X 12";"012000";"0107";"503";
"005579";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE GRIS OSCURO X 24";"024000";"0107";"503";
"005580";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE VERDE INGLES X 12";"012000";"0107";"503";
"005581";"IMPERMEABILIZANTE PARA TECHOS DURALBA MULTISUPERFICIE VERDE INGLES X 24";"024000";"0107";"503";
"005582";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE BLANCO X   4";"004001";"0107";"503";
"005583";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE BLANCO X 10";"010001";"0107";"503";
"005584";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE BLANCO X 20";"020001";"0107";"503";
"005585";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE TEJA X  4";"004001";"0107";"503";
"005586";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE TEJA X 10";"010001";"0107";"503";
"005587";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE TEJA X 20";"020001";"0107";"503";
"005588";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE VERDE CEMENTO X 10";"010001";"0107";"503";
"005589";"IMPERMEABILIZANTE PARA TECHOS DURALBA TRANSITABLE VERDE CEMENTO X 20";"020001";"0107";"503";
"005590";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE AMARILLO FUEGUINO X 1";"001001";"0107";"503";
"005591";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE AMARILLO FUEGUINO X 4";"004000";"0107";"503";
"005592";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE AZUL GLACIAR X 1";"001001";"0107";"503";
"005593";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE AZUL GLACIAR X 4";"004000";"0107";"503";
"005594";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE BEIGE URBANO X 1";"001001";"0107";"503";
"005595";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE BEIGE URBANO X 4";"004000";"0107";"503";
"005596";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE GRIS ANDINO X 1";"001001";"0107";"503";
"005597";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE GRIS ANDINO X 4";"004000";"0107";"503";
"005598";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE GRIS PATAGONICO X 1";"001001";"0107";"503";
"005599";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE GRIS PATAGONICO X 4";"004000";"0107";"503";
"005600";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE NARANJA CAFAYATE X 1";"001001";"0107";"503";
"005601";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE NARANJA CAFAYATE X 4";"004000";"0107";"503";
"005602";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE ROJO CHAQUENO X 1";"001001";"0107";"503";
"005603";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE ROJO CHAQUENO X 4";"004000";"0107";"503";
"005604";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE VERDE PAMPEANO X 1";"001001";"0107";"503";
"005605";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE VERDE PAMPEANO X 4";"004000";"0107";"503";
"005606";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE VIOLETA CUYO X 1";"001001";"0107";"503";
"005607";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE VIOLETA CUYO X 4";"004000";"0107";"503";
